,Unnamed: 0.1,Unnamed: 0,bathrooms,bedrooms,city,country,currency,daysOnZillow,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isUnmappable,isZillowOwned,latitude,listing_sub_type,livingArea,longitude,lotAreaUnit,lotAreaValue,price,priceForHDP,rentZestimate,shouldHighlight,state,streetAddress,taxAssessedValue,zestimate,zipcode,zpid
590,590.0,19.0,3.0,3.0,Lincoln,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/422b29b511a71c7ac22e95ab789943a4-p_e.jpg,False,True,False,False,False,False,38.865417,"{'is_comingSoon': True, 'is_openHouse': True}",3000.0,-75.37424,acres,2.64,725000.0,725000.0,,False,DE,8652 Cedar Creek Rd,8600.0,,19960,126507521
591,591.0,20.0,1.0,2.0,Lincoln,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/9c225285bf94984325fbec0000c3a970-p_e.jpg,False,True,False,False,False,False,38.869446,{'is_FSBA': True},1288.0,-75.419395,acres,0.27,219900.0,219900.0,1800.0,False,DE,8616 3rd St,19600.0,140700.0,19960,126507879
592,592.0,21.0,3.0,3.0,Rehoboth Beach,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/38dd11e8aa67b56e606991b873e9cdb5-p_e.jpg,False,True,False,False,False,False,38.690044,{'is_FSBA': True},2086.0,-75.13186,acres,0.45,799900.0,799900.0,3319.0,False,DE,22 Arnell Rd,72000.0,777528.0,19971,126529588
593,593.0,22.0,3.0,3.0,Lewes,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/6f53af10988e54520db6c93734352a8c-p_e.jpg,False,True,False,False,False,False,38.733574,"{'is_newHome': True, 'is_openHouse': True}",2100.0,-75.17157,acres,0.4,895000.0,895000.0,,False,DE,207 Priscilla Cir,11000.0,,19958,147669137
594,594.0,23.0,3.0,3.0,Millville,USA,USD,1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/dc5a6e229d91b2c6beaf3e88196f93f0-p_e.jpg,False,True,False,False,False,False,38.534904,{'is_FSBA': True},2033.0,-75.124016,sqft,3220.0,449000.0,449000.0,2499.0,False,DE,16965 Bellevue Ct,68000.0,441237.0,19967,157436553
595,595.0,24.0,,,Bear,USA,USD,1,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/f780037010626d0828f85a59ac9a3a8e-p_e.jpg,False,True,False,False,False,False,39.55931,{'is_FSBA': True},,-75.67283,acres,2.2,275000.0,275000.0,2329.0,False,DE,215 Cocoa Cay Ln,10500.0,,19701,178736196
596,596.0,25.0,1.0,1.0,Newark,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/8d576e3d90026fdacadb4e31dc589f19-p_e.jpg,False,True,False,False,False,False,39.676758,{'is_comingSoon': True},650.0,-75.730515,,,179900.0,179900.0,,False,DE,32 W Village Rd #32,,,19713,2059749159
597,597.0,26.0,3.0,3.0,Millsboro,USA,USD,1,FOR_SALE,FOR_SALE,MANUFACTURED,https://photos.zillowstatic.com/fp/b097b7b195e3bd2761ea5021810dce05-p_e.jpg,False,True,False,False,False,False,38.6624,{'is_FSBA': True},2016.0,-75.39999,,,340000.0,340000.0,,False,DE,36916 Wagon Trak #7,,,19966,2059752216
598,598.0,27.0,2.0,2.0,Newark,USA,USD,1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/6474dd19fb2e0614edf01f35447c13cf-p_e.jpg,False,True,False,False,False,False,39.67709,{'is_FSBA': True},1000.0,-75.78345,,,155000.0,155000.0,,False,DE,129 King William St #129,,,19711,2059752309
599,599.0,28.0,2.0,3.0,Seaford,USA,USD,1,FOR_SALE,FOR_SALE,MANUFACTURED,https://photos.zillowstatic.com/fp/8efe7b865bc28c3f78ac3cb6056d6a5a-p_e.jpg,False,True,False,False,False,False,38.620888,{'is_FSBA': True},1568.0,-75.54568,acres,94.36,134900.0,134900.0,,False,DE,66 Hitch Pond Cir #49319,,,19973,2059755204
600,600.0,29.0,,,Georgetown,USA,USD,1,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/b4edbf851580c35499f18f7bfeaba88d-p_e.jpg,False,True,False,False,False,False,,{'is_FSBA': True},,,acres,57.0,899000.0,899000.0,,False,DE,Concord Pond Rd,,,19947,2059756505
601,601.0,30.0,2.0,2.0,Newark,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/be3b835c87a3f440c750a54c3b830ae7-p_e.jpg,False,True,False,False,False,False,39.68277,{'is_comingSoon': True},0.0,-75.74857,,,399900.0,399900.0,,False,DE,113 E Main St UNIT 318,,,19711,2061013756
602,602.0,31.0,4.0,3.0,Millsboro,USA,USD,1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/df38db51246cd9b76968e5757a91cb45-p_e.jpg,False,True,False,False,False,False,38.5916,{'is_newHome': True},2413.0,-75.329,sqft,4356.0,379990.0,379990.0,,False,DE,37209 Fayetteville Ct,,,19966,2061225910
603,603.0,32.0,4.0,3.0,Millsboro,USA,USD,1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/3e77e1e223171dadefa37cbb6ed503cd-p_e.jpg,False,True,False,False,False,False,38.5916,{'is_newHome': True},2480.0,-75.329,sqft,4356.0,399990.0,399990.0,,False,DE,37211 Fayetteville Ct,,,19966,2061263779
604,604.0,33.0,2.0,3.0,Rehoboth Beach,USA,USD,1,FOR_SALE,FOR_SALE,MANUFACTURED,https://photos.zillowstatic.com/fp/c87d7980226f1ddc15cac1a814fde9e5-p_e.jpg,False,True,False,False,False,False,,{'is_FSBA': True},1100.0,,,,99900.0,99900.0,,False,DE,1 Powder Horn Ln #13888,,,19971,2062633552
605,605.0,34.0,2.0,2.0,Rehoboth Beach,USA,USD,1,FOR_SALE,FOR_SALE,MANUFACTURED,https://photos.zillowstatic.com/fp/e352d2a89710bdad32953878479cfbe5-p_e.jpg,False,True,False,False,False,False,,{'is_FSBA': True},0.0,,acres,41.87,71600.0,71600.0,,False,DE,33 Gunpowder Ln UNIT 16173,,,19971,2063204220
606,606.0,35.0,2.0,3.0,Lewes,USA,USD,1,FOR_SALE,FOR_SALE,MANUFACTURED,https://photos.zillowstatic.com/fp/18835bc46b6f5871787484dfbac1b219-p_e.jpg,False,True,False,False,False,False,,{'is_FSBA': True},1716.0,,sqft,3920.4,169900.0,169900.0,,False,DE,14 Coventry Ln #42966,,,19958,2063296036
607,607.0,36.0,2.0,3.0,Wilmington,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/94829c971889dd2d987113c57c0760fd-p_e.jpg,False,True,False,False,False,False,39.726025,{'is_FSBA': True},1301.0,-75.5923,sqft,6098.0,269900.0,269900.0,,False,DE,22 W Champlain Ave,,,19804,2066435554
608,608.0,37.0,2.0,3.0,Wilmington,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=39.75614929199219,-75.53993225097656&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=HXwdYTqrNhLX4GlTaDSf0PGLnOc=",False,True,False,False,False,False,39.75615,{'is_comingSoon': True},1425.0,-75.53993,sqft,1742.0,190000.0,190000.0,1494.0,False,DE,2320 N Washington St,,183000.0,19802,2067728361
609,609.0,38.0,5.0,4.0,Ocean View,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/29fc84b9f087872131b06b16c865ee77-p_e.jpg,False,True,False,False,False,False,,{'is_comingSoon': True},3400.0,,,,1425000.0,1425000.0,,False,DE,38203 Creek St #55,,,19970,2067845671
610,610.0,39.0,2.0,2.0,Wilmington,USA,USD,-1,FOR_SALE,FOR_SALE,APARTMENT,https://photos.zillowstatic.com/fp/6b1cd5025ef6fb86ca438634d748ad4e-p_e.jpg,False,True,False,False,False,False,,{'is_comingSoon': True},1423.0,,,,375000.0,375000.0,2400.0,False,DE,105 Christina Lndg UNIT DRIVE 1802,,,19805,2075795157
611,611.0,0.0,,,Washington,USA,USD,0,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/875a0d3b776d13d236450f47654c4666-p_e.jpg,False,True,False,False,False,False,38.9044,{'is_FSBA': True},,-76.93849,sqft,2440.0,166667.0,166667.0,1575.0,False,DC,1038 44th St NE,130830.0,,20019,183101000
612,612.0,1.0,1.0,1.0,Washington,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/465bfc761df39ffdf1ac3ad643c5b2d3-p_e.jpg,False,True,False,False,False,False,38.87538,"{'is_FSBA': True, 'is_openHouse': True}",807.0,-77.01806,,,299900.0,299900.0,,False,DC,1245 4th St SW #E604,,,20024,2059763053
613,613.0,2.0,,4.0,Washington,USA,USD,0,FOR_SALE,FOR_SALE,MULTI_FAMILY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.92955780029297,-77.02301788330078&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=EwNSI3IGQne5Hqd4zbQFoXTbKwk=",False,True,False,False,False,False,38.929558,{'is_FSBA': True},2400.0,-77.02302,sqft,2400.0,2450000.0,2450000.0,,False,DC,3115 Georgia Ave NW,,,20010,2060150010
614,614.0,3.0,2.0,2.0,Washington,USA,USD,0,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/d0ed0b144348b85fa59183e30f67459a-p_e.jpg,False,True,False,False,False,False,38.943714,{'is_newHome': True},1000.0,-77.01462,,,625000.0,625000.0,,False,DC,4310 2nd St NW #2,,,20011,2060705815
615,615.0,4.0,,4.0,Washington,USA,USD,0,FOR_SALE,FOR_SALE,MULTI_FAMILY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.92947769165039,-77.02302551269531&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=6IZrQ2FmUmnIsXkhXPfMkz1GG10=",False,True,False,False,False,False,,{'is_FSBA': True},2322.0,,sqft,2400.0,2450000.0,2450000.0,,False,DC,3113 Georgia Ave NW,,,20010,2061444440
616,616.0,5.0,1.0,1.0,Washington,USA,USD,0,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/8d63b6642abcef276add4bfa6040b5c8-p_e.jpg,False,True,False,False,False,False,38.900723,{'is_newHome': True},847.0,-76.977715,,,424900.0,424900.0,,False,DC,820 18th St NE #304,,,20002,2061445064
617,617.0,6.0,2.0,2.0,Washington,USA,USD,0,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/76aa46e6f8d310289e5818e10886760f-p_e.jpg,False,True,False,False,False,False,,{'is_newHome': True},0.0,,,,349000.0,349000.0,2700.0,False,DC,820 18th St NE #203,,367493.0,20002,2062374941
618,618.0,7.0,1.0,1.0,Washington,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/bfbf6023bf96f192fd3719767d13d83c-p_e.jpg,False,True,False,False,False,False,,"{'is_FSBA': True, 'is_openHouse': True}",663.0,,,,465000.0,465000.0,,False,DC,1205 N St NW #B,,,20005,2071064946
619,619.0,8.0,,,Washington,USA,USD,0,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/875a0d3b776d13d236450f47654c4666-p_e.jpg,False,True,False,False,False,False,,{'is_FSBA': True},,,sqft,2440.0,166667.0,166667.0,,False,DC,44 Street NE,,,20019,2076582789
620,620.0,9.0,2.0,2.0,Washington,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/41a5cf8c3053506808ae10678e161371-p_e.jpg,False,True,False,False,False,False,38.903244,"{'is_FSBA': True, 'is_openHouse': True}",1100.0,-77.0506,,,799000.0,799000.0,,False,DC,3 Washington Cir NW APT 1002,530110.0,,20037,396160
621,621.0,10.0,3.0,6.0,Washington,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.93189239501953,-77.03775024414062&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=KHoREIvJxcMZG06gVxd5fA0Aeew=",False,True,False,False,False,False,38.931892,{'is_FSBA': True},3382.0,-77.03775,sqft,2631.0,1500000.0,1500000.0,,False,DC,1644 Park Rd NW,1233080.0,,20010,465757
622,622.0,11.0,5.0,5.0,Washington,USA,USD,0,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/b0f827bb707eeb148c566d069d5ac3ea-p_e.jpg,False,True,False,False,False,False,38.920856,{'is_FSBA': True},2833.0,-77.01304,sqft,2032.0,1589000.0,1589000.0,4949.0,False,DC,126 Bryant St NW,1282060.0,1265800.0,20001,481281
623,623.0,12.0,3.0,4.0,Washington,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/8eed47c93f47472046ff6e37cd7318a0-p_e.jpg,False,True,False,False,False,False,38.97016,{'is_FSBA': True},2305.0,-77.02226,sqft,6524.0,899999.0,899999.0,3399.0,False,DC,6601 7th St NW,694330.0,797600.0,20012,482642
624,624.0,13.0,3.0,3.0,Washington,USA,USD,0,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/7cb763b5c89e2a50f4422c2d4dde98cd-p_e.jpg,False,True,False,False,False,False,38.919785,{'is_FSBA': True},1496.0,-76.98175,sqft,1515.0,600000.0,600000.0,,False,DC,2221 15th St NE,450710.0,,20018,501653
625,625.0,14.0,3.0,3.0,Washington,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/2e8014bf88fc95d60bc32101a259d6dc-p_e.jpg,False,True,False,False,False,False,38.844185,{'is_FSBA': True},2660.0,-76.99303,sqft,5000.0,599900.0,599900.0,2128.0,False,DC,908 Alabama Ave SE,326220.0,539900.0,20032,527351
626,626.0,15.0,2.0,2.0,Washington,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/9ff1cd71901ad37bdae60c7849d2e58d-p_e.jpg,False,True,False,False,False,False,38.903877,"{'is_FSBA': True, 'is_openHouse': True}",1531.0,-77.05187,,,1395000.0,1395000.0,5547.0,False,DC,2425 L St NW APT 741,1074680.0,1366200.0,20037,71738513
627,627.0,16.0,1.0,2.0,Washington,USA,USD,0,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/936992639a677f748922e4935a6d66de-p_e.jpg,False,True,False,False,False,False,38.901184,{'is_FSBA': True},826.0,-77.01593,,,525000.0,525000.0,2915.0,False,DC,811 4th St NW UNIT 118,620190.0,557900.0,20001,82295950
628,628.0,17.0,3.0,3.0,Washington,USA,USD,0,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/4542e9a902597ac37b49a99f21422fc0-p_e.jpg,False,True,False,False,False,False,38.885212,{'is_FSBA': True},1182.0,-76.93121,,,350000.0,350000.0,2799.0,False,DC,4941 C St SE #4941,326220.0,362600.0,20019,92415265
629,629.0,18.0,2.0,2.0,Washington,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/a6d8487b292c1ab406a8bf2511a0d480-p_e.jpg,False,True,False,False,False,False,38.926132,{'is_FSBA': True},980.0,-77.03526,,,569000.0,569000.0,3249.0,False,DC,1478 Harvard St NW #1,619620.0,569003.0,20009,123823497
630,630.0,19.0,6.0,6.0,Washington,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/28d83e0c66171e4a6928719bdd08f7de-p_e.jpg,False,True,False,False,False,False,38.931946,{'is_FSBA': True},4984.0,-76.98882,sqft,7500.0,1759900.0,1759900.0,6511.0,False,DC,1270 Lawrence St NE,1505410.0,1726832.0,20017,183084161
631,631.0,20.0,3.0,3.0,Washington,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/8d737148ba0bd6643c152a5fda3baace-p_e.jpg,False,True,False,False,False,False,38.923717,"{'is_comingSoon': True, 'is_newHome': True}",3000.0,-76.9997,,,1300000.0,1300000.0,,False,DC,502 Edgewood St NE #2,,,20017,2059756275
632,632.0,21.0,3.0,3.0,Washington,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/bcc378e82a4dd9cdc497d1e699cf5d12-p_e.jpg,False,True,False,False,False,False,38.907784,"{'is_comingSoon': True, 'is_newHome': True}",1408.0,-76.987686,,,549900.0,549900.0,,False,DC,1111 Holbrook Ter NE APT 2,,,20002,2059758220
633,633.0,22.0,3.0,3.0,Washington,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/bcc378e82a4dd9cdc497d1e699cf5d12-p_e.jpg,False,True,False,False,False,False,38.907784,"{'is_comingSoon': True, 'is_newHome': True}",1408.0,-76.987686,,,549900.0,549900.0,,False,DC,1111 Holbrook Ter NE APT 1,,,20002,2059758265
634,634.0,23.0,1.0,1.0,Washington,USA,USD,1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/edc9b1cd8fcec73b9e835900b0278a1d-p_e.jpg,False,True,False,False,False,False,38.949654,{'is_newHome': True},484.0,-77.01302,,,295000.0,295000.0,,False,DC,4901 1st St NW APT 3,,,20011,2060359986
635,635.0,24.0,2.0,2.0,Washington,USA,USD,1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/46986758851f6e726f8b8be5a90e24db-p_e.jpg,False,True,False,False,False,False,,{'is_newHome': True},1001.0,,,,599900.0,599900.0,,False,DC,4901 1st St NW #5,,,20011,2060675612
636,636.0,25.0,2.0,2.0,Washington,USA,USD,1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/0a90651e5ff2941e2d7615a04448bff2-p_e.jpg,False,True,False,False,False,False,38.949654,{'is_newHome': True},1166.0,-77.01302,,,549900.0,549900.0,,False,DC,4901 1st St NW APT 2,,,20011,2060675846
637,637.0,26.0,2.0,2.0,Washington,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/e3647e41a993e7166a6b552b021fe35f-p_e.jpg,False,True,False,False,False,False,38.922863,"{'is_newHome': True, 'is_openHouse': True}",744.0,-77.034355,,,499900.0,499900.0,,False,DC,2556 University Pl NW #202,,,20009,2061004100
638,638.0,27.0,1.0,1.0,Washington,USA,USD,1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/ae234b59a9e83b25e81de367f70b687e-p_e.jpg,False,True,False,False,False,False,,{'is_newHome': True},636.0,,,,449000.0,449000.0,,False,DC,4315 Harrison St NW #3,,,20015,2062375255
639,639.0,28.0,3.0,3.0,Washington,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/a1c9e731675175b3b5f87c502aea1ddb-p_e.jpg,False,True,False,False,False,False,38.93479,"{'is_FSBA': True, 'is_openHouse': True}",1711.0,-77.03121,,,749888.0,749888.0,,False,DC,1343 Otis Pl NW #1,,,20010,2064141883
640,640.0,29.0,3.0,3.0,Washington,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/ae1c88f92ef173e05788fb19c7e51de7-p_e.jpg,False,True,False,False,False,False,38.90202,"{'is_newHome': True, 'is_openHouse': True}",1678.0,-76.990585,,,899000.0,899000.0,,False,DC,916 12th St NE #2,,,20002,2064291583
641,641.0,30.0,0.0,0.0,Washington,USA,USD,1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/63a7367fbdd5d3583553765f25b97137-p_e.jpg,False,True,False,False,False,False,,{'is_FSBA': True},0.0,,,,60000.0,60000.0,4618.0,False,DC,1260 21st St NW #37,,,20036,2069313940
642,642.0,31.0,1.0,1.0,Washington,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/60052be2ca18a73af7d9647648803991-p_e.jpg,False,True,False,False,False,False,,"{'is_FSBA': True, 'is_openHouse': True}",667.0,,,,429000.0,429000.0,,False,DC,2122 California St NW #654,,,20008,2108530104
643,643.0,32.0,2.0,2.0,Washington,USA,USD,1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/47f7932e84d199850909c6c4b7dc36c6-p_e.jpg,False,True,False,False,False,False,38.90175,{'is_FSBA': True},708.0,-76.98989,,,499000.0,499000.0,2821.0,False,DC,911 12th St NE #3,481900.0,498998.0,20002,247164655
644,644.0,33.0,1.0,1.0,Washington,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/5c2e2b05f7eca5f5357df43cda327f09-p_e.jpg,False,True,False,False,False,False,38.875957,"{'is_comingSoon': True, 'is_openHouse': True}",595.0,-77.020355,,,475000.0,475000.0,2234.0,False,DC,525 Water St SW #405,476040.0,460100.0,20024,247164988
645,645.0,34.0,1.0,1.0,Washington,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/690e6e178de1af14acd05332cf772dc8-p_e.jpg,False,True,False,False,False,False,38.955338,{'is_FSBA': True},457.0,-77.010315,,,314900.0,314900.0,1677.0,False,DC,37 Missouri Ave NW UNIT 24,258620.0,306152.0,20011,311111707
646,646.0,35.0,3.0,2.0,Washington,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/5b46c630e31af7cb338e90c1db91e6de-p_e.jpg,False,True,False,False,False,False,38.977276,"{'is_comingSoon': True, 'is_openHouse': True}",1363.0,-77.02631,sqft,603.0,835900.0,835900.0,3399.0,False,DC,7201 Georgia Ave NW #4-B,613510.0,650400.0,20012,311113014
647,647.0,36.0,3.0,2.0,Washington,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/2bab6dfeddbd57b5f66d0057b34869a5-p_e.jpg,False,True,False,False,False,False,38.91194,"{'is_newHome': True, 'is_openHouse': True}",1224.0,-77.00271,,,749900.0,749900.0,,False,DC,1500 Harry Thomas Way NE APT 312,817500.0,,20002,338279450
648,648.0,37.0,2.0,2.0,Washington,USA,USD,1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/ad5f09eaf3e6a0ef69c99fe884d8d4cd-p_e.jpg,False,True,False,False,False,False,38.95675,{'is_newHome': True},850.0,-77.02109,,,297700.0,297700.0,,False,DC,531 Kennedy St NW #6,428600.0,,20011,338279806
649,649.0,38.0,1.0,2.0,Washington,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/be935eb6ad8db8413fb1a02eddbca2fb-p_e.jpg,False,True,False,False,False,False,38.88188,"{'is_FSBA': True, 'is_openHouse': True}",931.0,-76.99987,sqft,1314.0,817000.0,817000.0,2784.0,False,DC,529 5th St SE,846540.0,817002.0,20003,415885
650,650.0,39.0,3.0,3.0,Washington,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/4211ee2ab5ddd3208fee08af4038a762-p_e.jpg,False,True,False,False,False,False,38.881073,"{'is_FSBA': True, 'is_openHouse': True}",2094.0,-76.99355,sqft,1194.0,1750000.0,1750000.0,4800.0,False,DC,700 9th St SE,975850.0,1705626.0,20003,420215
651,651.0,0.0,3.0,4.0,Kissimmee,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/591d73a73c4aaa8d293dbda2f147613e-p_e.jpg,False,True,False,False,False,False,28.27131,{'is_FSBA': True},2383.0,-81.36968,sqft,9422.0,574900.0,574900.0,2603.0,False,FL,1795 Ranger Highlands Rd,289600.0,467400.0,34744,250852724
652,652.0,1.0,3.0,4.0,Lehigh Acres,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/0cc66ce4b312c22cc648bc0c408853c1-p_e.jpg,False,True,False,False,False,False,26.6579,{'is_FSBA': True},2264.0,-81.6099,acres,0.494,449900.0,449900.0,,False,FL,1505 Cleveland Ave N,,,33972,2059746570
653,653.0,2.0,3.0,4.0,Fernandina Beach,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/9da2fa121e9ef0995d15c7bd31aadc79-p_e.jpg,False,True,False,False,False,False,30.589718,{'is_FSBA': True},2189.0,-81.52384,sqft,5497.272,595500.0,595500.0,3012.0,False,FL,97115 Harbor Concourse Cir,280957.0,490900.0,32034,248412639
654,654.0,3.0,,,Melbourne Beach,USA,USD,0,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/ee8db3cb366f26ca414a422140a3ae74-p_e.jpg,False,True,False,False,False,False,27.955074,{'is_FSBA': True},,-80.5029,acres,1.66,969000.0,969000.0,,False,FL,6211 Windward Ln,,,32951,2059746654
655,655.0,4.0,2.0,3.0,Palm Bay,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3dd3564a014edb66533dccc1798c1e3e-p_e.jpg,False,True,False,False,False,False,27.979836,{'is_FSBA': True},1350.0,-80.66421,acres,0.29,254982.0,254982.0,1998.0,False,FL,811 Airport Ave SE,107320.0,234600.0,32909,43512533
656,656.0,5.0,2.0,2.0,Naples,USA,USD,0,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/219122ea42e51e7463444cbb6cb4775e-p_e.jpg,False,True,False,False,False,False,26.165817,{'is_FSBA': True},1778.0,-81.81075,sqft,0.0,2775000.0,2775000.0,,False,FL,1717 Gulf Shore Blvd N APT 402,853250.0,,34102,54156333
657,657.0,6.0,,,Hallandale,USA,USD,0,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/fp/e3c9278d60b015b5a5004518572a37e6-p_e.jpg,False,True,False,False,False,False,25.97685,{'is_FSBA': True},1500.0,-80.15686,,,575000.0,575000.0,,False,FL,715 SW 7th Ct,,,33009,2059746702
658,658.0,7.0,3.0,3.0,Orange Park,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/93f879bd7e71ebcca2b6536af03361e4-p_e.jpg,False,True,False,False,False,False,30.155813,{'is_FSBA': True},1265.0,-81.74569,,,180000.0,180000.0,1800.0,False,FL,304 KETTERING TER,76604.0,105000.0,32073,43683198
659,659.0,8.0,2.0,3.0,Orange Park,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/63d8cb5d92e231c8dbd59327130b1972-p_e.jpg,False,True,False,False,False,False,30.185118,{'is_FSBA': True},1832.0,-81.79188,,,315000.0,315000.0,1935.0,False,FL,2994 GOLDEN POND BLVD,180101.0,315000.0,32073,53735025
