"bathrooms","bedrooms","city","country","currency","latitude","livingArea","longitude","lotAreaUnit","priceForHDP","rentZestimate","state","streetAddress","taxAssessedValue","zestimate","zipcode","priceinmil","lotArea","range_1"
3,3,"Hudson","USA","USD",35.877407,2413,-81.48778,"sqft",317000,2203,"NC","2216 Olde Well Rd",143900,249400,28638,0.317,20.4732,"Low"
4,5,"Denver","USA","USD",35.504242,2933,-80.9937,"sqft",535000,2594,"NC","2825 Westshore Pl",340702,522800,28037,0.535,8.2764,"Medium"
4,4,"Charlotte","USA","USD",35.084892,3262,-80.77201,"sqft",1124900,1497,"NC","9105 Kristen Lake Ct",2e+05,837600,28270,1.1249,15.07176,"High"
2,3,"Troutman","USA","USD",35.671562,1488,-80.86987,"sqft",240000,835,"NC","239 Lipe Rd",80450,240000,28166,0.24,43.56,"Low"
3,3,"Monroe","USA","USD",34.868824,2082,-80.4599,"sqft",439000,2425,"NC","5601 Medlin Rd",219500,156800,28112,0.439,80.1504,"Low"
5,5,"Denver","USA","USD",35.487743,4396,-81.00533,"sqft",565000,3037,"NC","6090 Durango Way",405481,552700,28037,0.565,10.4544,"Medium"
2,3,"Salisbury","USA","USD",35.570595,1616,-80.52353,"sqft",230000,1729,"NC","530 Acorn Oaks Dr",115370,235900,28146,0.23,21.3444,"Low"
3,4,"Conover","USA","USD",35.738247,2526,-81.170166,"sqft",649900,2409,"NC","2602 Birdie Ln NE",266600,415800,28613,0.6499,32.2344,"Medium"
3,3,"Charlotte","USA","USD",35.2653,1437,-80.95986,"sqft",325000,1875,"NC","5728 Abenaki Dr",130000,267200,28214,0.325,6.534,"Low"
2,3,"Monroe","USA","USD",35.006622,2164,-80.65618,"sqft",495000,2208,"NC","3222 Elmwood Dr",336700,475200,28110,0.495,19.1664,"Medium"
2,3,"Huntersville","USA","USD",35.38576,1938,-80.92398,"sqft",399900,2085,"NC","12521 Vantage Point Ln",251900,392600,28078,0.3999,12.1968,"Low"
6,6,"Matthews","USA","USD",35.107677,5483,-80.758316,"sqft",1675000,6513,"NC","1509 Elmsford Ln",880000,1284200,28105,1.675,16.5528,"High"
3,3,"Matthews","USA","USD",35.080444,1633,-80.69876,"sqft",335000,1944,"NC","154 Clydesdale Ct",218700,294600,28104,0.335,1.7424,"Low"
6,5,"Old Fort","USA","USD",35.577812,6830,-82.200775,"sqft",1750000,4036,"NC","2517 Pine Cove Rd",606630,732700,28762,1.75,1568.16,"Medium"
4,4,"Belmont","USA","USD",35.1553,4090,-81.028854,"sqft",1395000,6997,"NC","1537 Reflection Pointe Blvd",800890,1276800,28012,1.395,19.1664,"High"
3,4,"Rock Hill","USA","USD",34.94407,2699,-81.10932,"sqft",475000,1630,"SC","511 Rosemore Pl",359870,475100,29732,0.475,15.6816,"Medium"
2,3,"Rock Hill","USA","USD",34.962746,1537,-81.01306,"sqft",3e+05,1992,"SC","1226 Berryhill Ln",20000,301300,29732,0.3,19.602,"Low"
2,3,"Rock Hill","USA","USD",34.942444,1568,-81.07812,"sqft",350000,1795,"SC","1415 The Xing",229227,328400,29732,0.35,12.1968,"Low"
3,3,"Rock Hill","USA","USD",34.994198,2630,-81.09251,"sqft",419900,2658,"SC","1161 Bannockburn Ave",310871,398500,29732,0.4199,6.534,"Low"
3,3,"Fort Mill","USA","USD",35.07683,2724,-80.97131,"sqft",550000,2811,"SC","1223 Gold Rush Ct",344902,519600,29708,0.55,10.0188,"Medium"
2,3,"Fort Mill","USA","USD",35.0843,1206,-80.961235,"sqft",265000,1525,"SC","338 River Clay Rd",158835,252600,29708,0.265,0.8712,"Low"
2,2,"Indian Land","USA","USD",34.917778,1393,-80.850655,"sqft",394750,1813,"SC","5014 Broad Ln",252900,363700,29707,0.39475,3.78972,"Low"
2,3,"Fort Mill","USA","USD",34.989887,1661,-80.94547,"sqft",340000,1990,"SC","102 Banks Ridge Rd",172996,335200,29715,0.34,10.4544,"Low"
2,2,"York","USA","USD",35.044155,1066,-81.266525,"sqft",203000,1544,"SC","1000 Owens Rd",95242,207400,29745,0.203,65.34,"Low"
3,3,"Clover","USA","USD",35.099453,2849,-81.09971,"sqft",585000,3010,"SC","579 Daventry Ct",441804,521500,29710,0.585,10.4544,"Medium"
2,3,"Indian Land","USA","USD",34.949554,1410,-80.84994,"sqft",385000,1898,"SC","3043 Streamhaven Dr",244600,365400,29707,0.385,9.801,"Low"
3,4,"Fort Mill","USA","USD",34.971863,2998,-80.923004,"sqft",749900,3249,"SC","2222 Sunset Cir",323573,522400,29715,0.7499,130.68,"Medium"
4,5,"Rock Hill","USA","USD",34.983288,2926,-81.11641,"sqft",670000,1724,"SC","4179 Rollingwood Cir",367978,524000,29732,0.67,82.3284,"Medium"
4,4,"Indian Land","USA","USD",35.02115,3846,-80.88218,"sqft",774900,3745,"SC","8108 Clems Branch Rd",508900,738000,29707,0.7749,13.9392,"Medium"
2,2,"Tega Cay","USA","USD",35.04632,1286,-80.999275,"sqft",319990,2618,"SC","750 Ledgestone Ct",211470,317800,29708,0.31999,0,"Low"
3,5,"Fort Mill","USA","USD",35.00241,2868,-80.92856,"sqft",585000,3340,"SC","946 Ashton Oak Ct",323616,592700,29715,0.585,5.2272,"Medium"
3,2,"Fort Mill","USA","USD",35.02476,1202,-80.976105,"sqft",364900,1912,"SC","292 Elis Way",198501,319500,29708,0.3649,1.7424,"Low"
2,3,"Indian Land","USA","USD",35.03151,1540,-80.879395,"sqft",350000,1999,"SC","10672 Barberville Rd",192800,334900,29707,0.35,20.0376,"Low"
2,3,"York","USA","USD",34.915524,1680,-81.20259,"sqft",205900,1755,"SC","1698 Moore Rd",52269,156200,29745,0.2059,31.3632,"Low"
3,2,"Fort Mill","USA","USD",34.99631,1380,-80.968185,"sqft",275000,1930,"SC","422 Delta Dr",202468,245000,29715,0.275,4.356,"Low"
3,4,"Indian Land","USA","USD",35.00077,2276,-80.89324,"sqft",450000,2394,"SC","2052 Grimley Ln",250500,449900,29707,0.45,6.9696,"Medium"
3,3,"Fort Mill","USA","USD",35.020172,1746,-80.97582,"sqft",4e+05,2195,"SC","1624 Brook Dr",326360,386900,29708,0.4,29.6208,"Low"
4,5,"York","USA","USD",35.03907,3250,-81.1398,"sqft",619900,3287,"SC","2025 Campbell Lake Ct",282311,591700,29745,0.6199,90.1692,"Medium"
2,3,"Rock Hill","USA","USD",34.885605,1038,-81.03049,"sqft",250000,1514,"SC","1256 Shenandoah Cir",215686,244600,29730,0.25,7.4052,"Low"
2,3,"Irmo","USA","USD",34.1611,1757,-81.25372,"sqft",255000,1785,"SC","2 Mingo Falls Ct",148900,247800,29063,0.255,10.89,"Low"
4,5,"Bluffton","USA","USD",32.257893,3096,-80.974396,"sqft",529000,3300,"SC","2 Wheatview Ln",354700,525500,29909,0.529,9.1476,"Medium"
4,4,"Conway","USA","USD",33.795815,2572,-78.984955,"sqft",725000,3711,"SC","1129 Glossy Ibis Dr",445510,699800,29526,0.725,21.3444,"Medium"
3,4,"Charleston","USA","USD",32.916492,2035,-80.12657,"sqft",372000,2185,"SC","5405 Cattells Blf",198732,372000,29420,0.372,10.0188,"Low"
1,2,"Anchorage","USA","USD",61.13447,1164,-149.91779,"sqft",262500,1910,"AK","9541 Liberty Cir #140",206500,227800,99515,0.2625,0,"Low"
2,3,"Anchorage","USA","USD",61.14559,1372,-149.8201,"sqft",309000,2234,"AK","3324 Kendall Loop #7",240000,308877,99507,0.309,2.784,"Low"
3,3,"Chugiak","USA","USD",61.415546,1600,-149.45418,"sqft",419000,2534,"AK","23006 Live Alder Ave",329300,418834,99567,0.419,25.67,"Medium"
3,4,"Anchorage","USA","USD",61.152267,2696,-149.9911,"sqft",649000,3177,"AK","7664 Tarsus Dr",518400,648742,99502,0.649,9.066,"Medium"
2,3,"Fairbanks","USA","USD",64.90354,1344,-147.77574,"sqft",299900,2199,"AK","1351 Glade Ct",240482,299611,99709,0.2999,43.56,"Low"
1,2,"Wasilla","USA","USD",61.575634,820,-149.76648,"sqft",379900,1270,"AK","12531 W Birch Rd",116200,379534,99623,0.3799,56.628,"Low"
7,10,"Juneau","USA","USD",58.356964,4050,-134.64323,"sqft",686000,1600,"AK","10399 Dock St",624500,685340,99801,0.686,10.5,"Medium"
2,3,"North Pole","USA","USD",64.75654,1392,-147.3179,"sqft",274900,2323,"AK","3209 Jony Dan Ln",211641,274635,99705,0.2749,45.001836,"Low"
3,3,"Juneau","USA","USD",58.4094,2030,-134.59961,"sqft",689000,2300,"AK","1000 Mink Cir",591900,688337,99801,0.689,18.052,"Medium"
2,3,"Eagle River","USA","USD",61.30092,1452,-149.50879,"sqft",329000,2199,"AK","8949 Eagle Place Loop #26",247400,328869,99577,0.329,0,"Low"
2,2,"Anchorage","USA","USD",61.189365,1440,-149.74782,"sqft",275000,2169,"AK","3415 Patterson St",301700,299781,99504,0.275,15.2,"Low"
3,3,"Wasilla","USA","USD",61.597015,2204,-149.62311,"sqft",398000,1476,"AK","1601 N Basie Point Cir",255000,397617,99623,0.398,19.1664,"Low"
3,3,"Palmer","USA","USD",61.54102,2480,-149.03001,"sqft",299900,1996,"AK","16700 E Plumley Rd",184200,299611,99645,0.2999,64.9044,"Low"
2,3,"North Pole","USA","USD",64.79981,1650,-147.4131,"sqft",369900,2400,"AK","2324 Moonlight Dr",266594,369544,99705,0.3699,40.435,"Low"
5,3,"Anchorage","USA","USD",61.092125,4262,-149.69614,"sqft",1250000,4032,"AK","10081 Flat Top Ave",772500,1249504,99516,1.25,44.48,"High"
4,5,"Wasilla","USA","USD",61.547512,4502,-149.93039,"sqft",750000,1373,"AK","19664 W Lakes Blvd",415200,749278,99623,0.75,435.6,"Medium"
2,3,"Ward","USA","USD",35.008636,1198,-91.95633,"sqft",175000,1294,"AR","3 Sunrise",119900,159700,72176,0.175,0,"Low"
3,3,"Houston","USA","USD",35.034527,1760,-92.72015,"sqft",235000,1160,"AR","15 Glory Ln",127250,235000,72070,0.235,69.2604,"Low"
2,5,"De Queen","USA","USD",34.043045,1900,-94.34353,"sqft",190000,1300,"AR","502 W Haes Ave",78300,179460,71832,0.19,4.7916,"Low"
2,2,"Fort Smith","USA","USD",35.34959,1324,-94.39826,"sqft",159900,1099,"AR","3412 S 33rd Cir",111150,151500,72903,0.1599,20.338164,"Low"
2,3,"Booneville","USA","USD",35.157856,1134,-93.99534,"sqft",59900,900,"AR","4618 W State Highway 10",79350,58949,72927,0.0599,102.8016,"Low"
2,3,"Searcy","USA","USD",35.24966,1619,-91.751915,"sqft",215000,1155,"AR","109 N Olive St",100050,71500,72143,0.215,10.4544,"Low"
2,3,"Star City","USA","USD",34.013058,1216,-91.92768,"sqft",69000,445,"AR","4975 Alexander Rd",25900,67904,71667,0.069,250.47,"Low"
2,3,"Little Rock","USA","USD",34.77325,1634,-92.3994,"sqft",259000,1500,"AR","11313 Gila Valley Dr",177350,251500,72212,0.259,13.5036,"Low"
2,3,"Paragould","USA","USD",36.062588,1384,-90.46885,"sqft",119900,1434,"AR","1307 Cole St",76350,123900,72450,0.1199,10.019,"Low"
2,4,"Cove","USA","USD",34.41545,1955,-94.36255,"sqft",169000,952,"AR","376 Polk Rd #21",71600,169000,71937,0.169,653.4,"Low"
2,3,"Heber Springs","USA","USD",35.516743,1384,-91.948814,"sqft",210000,1050,"AR","390 Stoney Point Rd",131920,235000,72543,0.21,244.8072,"Low"
3,4,"Fort Smith","USA","USD",35.36134,2930,-94.344475,"sqft",369900,1120,"AR","2116 Warwick Pl",207350,275000,72903,0.3699,13.298868,"Low"
3,5,"Jonesboro","USA","USD",35.782707,3600,-90.74892,"sqft",499900,2792,"AR","2038 Jamestown Dr",349600,441500,72404,0.4999,14.375,"Medium"
2,3,"Pine Bluff","USA","USD",34.195267,1512,-92.01812,"sqft",118000,778,"AR","1515 W 34th Ave",67850,76000,71603,0.118,9.1476,"Low"
3,5,"Little Rock","USA","USD",34.768192,2606,-92.36694,"sqft",275000,1832,"AR","1716 Alberta Dr",209550,250200,72227,0.275,7.8408,"Low"
2,3,"Conway","USA","USD",35.09666,1329,-92.51911,"sqft",204000,1649,"AR","5350 Piedmont Dr",152850,204000,72034,0.204,11.3256,"Low"
1,3,"Morrilton","USA","USD",35.157597,1008,-92.75088,"sqft",89900,799,"AR","301 N Cherokee St",35850,89900,72110,0.0899,8.712,"Low"
2,3,"Little Rock","USA","USD",34.74323,1018,-92.3758,"sqft",138500,1085,"AR","9104 Longacre Dr",47050,68800,72205,0.1385,37.026,"Low"
3,4,"Middletown","USA","USD",39.53571,1900,-75.657104,"sqft",379900,2400,"DE","263 Ann Dr",85400,429900,19709,0.3799,9.583,"Medium"
4,4,"Dover","USA","USD",39.240868,2458,-75.59611,"sqft",430000,2449,"DE","409 Osbourne Ln",59600,412700,19904,0.43,14.943,"Medium"
1,2,"Milford","USA","USD",38.914085,864,-75.41963,"sqft",185000,1764,"DE","19 Fisher Ave",11800,131500,19963,0.185,4.792,"Low"
4,4,"Milton","USA","USD",38.761917,3180,-75.21479,"sqft",629900,3058,"DE","16567 Howard Millman Ln",83700,594900,19968,0.6299,7.405,"Medium"
1,3,"Wilmington","USA","USD",39.76125,1275,-75.532166,"sqft",199000,1699,"DE","3301 N Jefferson St",34800,141800,19802,0.199,2.178,"Low"
2,3,"Wilmington","USA","USD",39.764736,1700,-75.53558,"sqft",219000,1749,"DE","719 W 32nd St",62800,232000,19802,0.219,3.484,"Low"
2,3,"Millsboro","USA","USD",38.63875,1330,-75.189354,"sqft",195000,852,"DE","204 Long Neck Cir",24100,216600,19966,0.195,9.148,"Low"
2,3,"Lewes","USA","USD",38.73556,1575,-75.17201,"sqft",115000,763,"DE","20834 Water Lily Ln",23500,199900,19958,0.115,10.8,"Low"
3,4,"Frederica","USA","USD",39.052746,2301,-75.447495,"sqft",385000,2414,"DE","721 Seabreeze Rd",58800,383400,19946,0.385,31.446,"Low"
4,5,"Magnolia","USA","USD",39.054253,4898,-75.51841,"sqft",479999,2828,"DE","31 Autumn Ter",78000,454900,19962,0.479999,11.76,"Medium"
3,2,"Millsboro","USA","USD",38.58895,1307,-75.31701,"sqft",249000,2199,"DE","20286 Bridgewater Rd",34700,263600,19966,0.249,1.307,"Low"
1,2,"Lincoln","USA","USD",38.869446,1288,-75.419395,"sqft",219900,1800,"DE","8616 3rd St",19600,140700,19960,0.2199,11.7612,"Low"
3,3,"Rehoboth Beach","USA","USD",38.690044,2086,-75.13186,"sqft",799900,3319,"DE","22 Arnell Rd",72000,777528,19971,0.7999,19.602,"Medium"
3,3,"Millville","USA","USD",38.534904,2033,-75.124016,"sqft",449000,2499,"DE","16965 Bellevue Ct",68000,441237,19967,0.449,3.22,"Medium"
5,5,"Washington","USA","USD",38.920856,2833,-77.01304,"sqft",1589000,4949,"DC","126 Bryant St NW",1282060,1265800,20001,1.589,2.032,"High"
3,4,"Washington","USA","USD",38.97016,2305,-77.02226,"sqft",899999,3399,"DC","6601 7th St NW",694330,797600,20012,0.899999,6.524,"Medium"
3,3,"Washington","USA","USD",38.844185,2660,-76.99303,"sqft",599900,2128,"DC","908 Alabama Ave SE",326220,539900,20032,0.5999,5,"Medium"
6,6,"Washington","USA","USD",38.931946,4984,-76.98882,"sqft",1759900,6511,"DC","1270 Lawrence St NE",1505410,1726832,20017,1.7599,7.5,"High"
3,2,"Washington","USA","USD",38.977276,1363,-77.02631,"sqft",835900,3399,"DC","7201 Georgia Ave NW #4-B",613510,650400,20012,0.8359,0.603,"Medium"
1,2,"Washington","USA","USD",38.88188,931,-76.99987,"sqft",817000,2784,"DC","529 5th St SE",846540,817002,20003,0.817,1.314,"High"
3,3,"Washington","USA","USD",38.881073,2094,-76.99355,"sqft",1750000,4800,"DC","700 9th St SE",975850,1705626,20003,1.75,1.194,"High"
3,4,"Kissimmee","USA","USD",28.27131,2383,-81.36968,"sqft",574900,2603,"FL","1795 Ranger Highlands Rd",289600,467400,34744,0.5749,9.422,"Medium"
3,4,"Fernandina Beach","USA","USD",30.589718,2189,-81.52384,"sqft",595500,3012,"FL","97115 Harbor Concourse Cir",280957,490900,32034,0.5955,5.497272,"Medium"
2,3,"Palm Bay","USA","USD",27.979836,1350,-80.66421,"sqft",254982,1998,"FL","811 Airport Ave SE",107320,234600,32909,0.254982,12.6324,"Low"
2,3,"Palm Harbor","USA","USD",28.121887,1750,-82.7583,"sqft",550000,2792,"FL","4908 Klosterman Oaks Blvd",245930,481000,34683,0.55,6.199,"Medium"
2,3,"Palmetto","USA","USD",27.566608,1572,-82.534515,"sqft",383000,2458,"FL","2826 58th Way E",13042,331500,34221,0.383,8.695,"Low"
2,2,"Fort Lauderdale","USA","USD",26.10709,1585,-80.15061,"sqft",550000,3499,"FL","708 SW 12th St",323440,466700,33315,0.55,8.36,"Medium"
1,1,"Honolulu","USA","USD",21.292482,484,-157.83804,"sqft",349000,2070,"HI","1655 Makaloa St APT 511",321000,336500,96814,0.349,56.10528,"Low"
3,3,"Honolulu","USA","USD",21.285564,1999,-157.70566,"sqft",1625000,5646,"HI","1 Keahole Pl APT 3602",1214100,1552238,96825,1.625,373.0914,"High"
2,3,"Pahoa","USA","USD",19.548113,720,-154.90134,"sqft",240000,1719,"HI","15-372 Kahakai Blvd",12300,228571,96778,0.24,12.04,"Low"
3,3,"Hilo","USA","USD",19.680061,1784,-155.10382,"sqft",645000,2129,"HI","143 Makani Cir",411300,336000,96720,0.645,15,"Low"
1,1,"Honolulu","USA","USD",21.288778,930,-157.84012,"sqft",560000,3270,"HI","1600 Ala Moana Blvd APT 410",499300,544000,96815,0.56,138.21588,"Medium"
5,7,"Captain Cook","USA","USD",19.499268,2955,-155.899,"sqft",1400000,7899,"HI","81-1081B Captain Cook Rd",874100,1327014,96704,1.4,224.29,"High"
2,3,"Kailua","USA","USD",21.4259,2160,-157.73927,"sqft",1995000,5998,"HI","609 Kaimalino St",1688300,2151300,96734,1.995,11.06,"High"
2,2,"Hilo","USA","USD",19.731182,1452,-155.02196,"sqft",1148000,2199,"HI","2028 Kalanianaole St",651300,830900,96720,1.148,20.104,"High"
1,1,"Honolulu","USA","USD",21.346107,596,-157.90512,"sqft",469000,1798,"HI","5333 Likini St APT 2109",407000,459803,96818,0.469,133.03224,"Medium"
2,3,"Hilo","USA","USD",19.715006,1428,-155.08,"sqft",449000,2300,"HI","121 Barenaba Ln",302000,425200,96720,0.449,11.131,"Medium"
2,4,"Honolulu","USA","USD",21.284433,1624,-157.73924,"sqft",999000,4140,"HI","270 Halemaumau St",1092400,999006,96821,0.999,7.735,"High"
1,1,"Kaunakakai","USA","USD",21.055231,604,-156.8397,"sqft",389000,2984,"HI","7142 Kamehameha V Hwy #A112",201400,299500,96748,0.389,0,"Low"
2,5,"Ewa Beach","USA","USD",21.319557,1362,-158.0074,"sqft",938000,3298,"HI","91-1039 Kauiki St",708300,935790,96706,0.938,5.4,"High"
3,3,"Kailua","USA","USD",21.414015,2172,-157.74689,"sqft",2195000,5351,"HI","122 Kaiholu St",1754300,2195005,96734,2.195,10.174,"High"
2,4,"Waianae","USA","USD",21.46754,1248,-158.21149,"sqft",7e+05,2997,"HI","84-833 Lahaina St #A",451700,700003,96792,0.7,5.82,"Medium"
2,2,"Honolulu","USA","USD",21.299181,856,-157.83699,"sqft",758000,2425,"HI","1314 Kalakaua Ave APT 610",693300,741155,96826,0.758,51.57504,"Medium"
3,4,"Kailua","USA","USD",21.3854,1904,-157.73354,"sqft",1699990,5499,"HI","713 Keolu Dr",1324700,1631990,96734,1.69999,7.718,"High"
2,4,"Firth","USA","USD",43.30669,2258,-112.18302,"sqft",349000,1450,"ID","125 Washington St",71800,339535,83236,0.349,6.9696,"Low"
2,4,"Jerome","USA","USD",42.737003,1912,-114.515274,"sqft",385000,2100,"ID","230 Teton Dr",361530,378671,83338,0.385,10.84644,"Low"
3,3,"Boise","USA","USD",43.561302,2320,-116.168175,"sqft",609900,2549,"ID","1251 E Echelon Ridge Ln",161100,592491,83716,0.6099,2.6136,"Medium"
8,6,"Eagle","USA","USD",43.66972,10851,-116.38411,"sqft",3795000,9980,"ID","2749 S White Castle Ave",2473900,3605249,83616,3.795,50.094,"High"
1,2,"Cataldo","USA","USD",47.552357,952,-116.305145,"sqft",149000,400,"ID","41367 Riverview Dr",17799,149000,83810,0.149,22.2156,"Low"
3,4,"Fruitland","USA","USD",43.94063,2955,-116.91185,"sqft",625000,2395,"ID","2028 Zach Dr",503045,607311,83619,0.625,41.382,"Medium"
2,4,"Pocatello","USA","USD",42.922108,2208,-112.47874,"sqft",330000,1725,"ID","4861 Spraker St",219114,311438,83202,0.33,11.3256,"Low"
2,3,"Meridian","USA","USD",43.613026,1645,-116.42439,"sqft",384990,2199,"ID","2463 W State St",460500,367557,83642,0.38499,8.712,"Low"
3,4,"South Bend","USA","USD",41.72945,1600,-86.23514,"sqft",299900,1999,"IN","52600 Juniper Rd",211700,272500,46637,0.2999,41.382,"Low"
3,5,"Hobart","USA","USD",41.517982,2680,-87.26911,"sqft",286000,2534,"IN","1089 Csokasy Ct",210000,301700,46342,0.286,16.5528,"Low"
1,3,"Fort Wayne","USA","USD",41.08932,1064,-85.156334,"sqft",125000,1183,"IN","1619 Saint Marys Ave",75900,100100,46808,0.125,3.9204,"Low"
1,4,"Merrillville","USA","USD",41.48267,1921,-87.36818,"sqft",220000,1595,"IN","7332 Independence St",107000,217800,46410,0.22,20.73456,"Low"
1,3,"Sellersburg","USA","USD",38.38952,1296,-85.75388,"sqft",170000,1271,"IN","403 Linnwood Avenue",149100,168210,47172,0.17,10.0188,"Low"
1,3,"South Bend","USA","USD",41.658787,1408,-86.23584,"sqft",145000,1167,"IN","1534 Virginia St",46900,67700,46613,0.145,4.7916,"Low"
1,3,"Mishawaka","USA","USD",41.66644,1040,-86.1854,"sqft",135000,1065,"IN","314 W Mishawaka Ave",90500,99700,46545,0.135,3.9204,"Low"
1,2,"Kendallville","USA","USD",41.434948,1022,-85.26173,"sqft",135000,749,"IN","827 S Oak St",66200,75000,46755,0.135,6.9696,"Low"
4,4,"Fort Wayne","USA","USD",41.06632,3286,-85.314156,"sqft",399900,2382,"IN","13313 Veracruz Dr",274600,324000,46814,0.3999,11.3256,"Low"
1,3,"New Salisbury","USA","USD",38.367916,1015,-86.09726,"sqft",109900,1286,"IN","11475 Highway 135 NE",55000,105700,47161,0.1099,43.56,"Low"
3,4,"Wanatah","USA","USD",41.3895,5932,-86.85806,"sqft",169900,2429,"IN","8222 W 1500 S",230600,165010,46390,0.1699,163.35,"Low"
2,3,"Crawfordsville","USA","USD",40.04007,100,-86.92202,"sqft",80000,1200,"IN","1414 W Wabash Ave",88400,157600,47933,0.08,196.02,"Low"
2,3,"Fort Wayne","USA","USD",41.101685,1421,-85.118675,"sqft",180000,1294,"IN","1523 Curdes Ave",119900,171200,46805,0.18,10.89,"Low"
1,3,"Fort Wayne","USA","USD",41.047966,1176,-85.17702,"sqft",149900,1181,"IN","4009 Mound Pass",85900,140200,46809,0.1499,11.125224,"Low"
1,3,"Bedford","USA","USD",38.84914,1848,-86.49728,"sqft",110000,1814,"IN","1815 27th St",76400,114700,47421,0.11,4.7916,"Low"
2,3,"Fort Wayne","USA","USD",41.014362,1696,-85.162926,"sqft",179900,1634,"IN","7616 Pinedale Dr",131800,170900,46819,0.1799,10.0188,"Low"
1,2,"Indianapolis","USA","USD",39.819267,676,-86.06437,"sqft",59900,900,"IN","3455 N Arlington Ave",30400,62300,46218,0.0599,6.534,"Low"
2,3,"Greenville","USA","USD",38.382526,1739,-86.02065,"sqft",115000,1526,"IN","11318 Highway 150",140100,211800,47124,0.115,43.56,"Low"
3,2,"Cedar Lake","USA","USD",41.362724,1400,-87.458244,"sqft",274990,2028,"IN","10290 W 141st Ave",100,263800,46303,0.27499,2.495988,"Low"
2,3,"Keokuk","USA","USD",40.406593,1436,-91.38115,"sqft",104900,964,"IA","1210 Leighton St",46510,100800,52632,0.1049,3.0492,"Low"
3,4,"Iowa City","USA","USD",41.645382,2456,-91.55857,"sqft",349500,1935,"IA","1127 Wylde Green Rd",237090,344600,52246,0.3495,12.324,"Low"
1.5,2,"Harcourt","USA","USD",42.262512,866,-94.1777,"sqft",62000,799,"IA","204 Larch St",51740,59815,50544,0.062,11.761,"Low"
1,1,"Manly","USA","USD",43.289375,936,-93.19996,"sqft",69900,775,"IA","229 E North St",60537,68342,50456,0.0699,6.0984,"Low"
1,3,"Columbus Junction","USA","USD",41.284676,1396,-91.320526,"sqft",294000,1694,"IA","20464 155th St",189830,287448,52738,0.294,233.9172,"Low"
4,5,"Eldridge","USA","USD",41.69831,2360,-90.533226,"sqft",4e+05,2669,"IA","18 N Kuehl Ct",351530,374200,52748,0.4,32.2344,"Low"
1,4,"Davenport","USA","USD",41.542255,1235,-90.604034,"sqft",135000,1200,"IA","2211 N Howell St",93700,138000,52804,0.135,6,"Low"
3,3,"Fort Madison","USA","USD",40.638058,1438,-91.3392,"sqft",67000,1014,"IA","2318 Mokena Ter",70720,105100,52627,0.067,8.2764,"Low"
1,3,"Corning","USA","USD",40.99038,3134,-94.738205,"sqft",75000,1214,"IA","803 Grove Ave",73700,73328,50841,0.075,7.126,"Low"
2,3,"Montezuma","USA","USD",41.600266,1152,-92.59037,"sqft",199900,999,"IA","108 Skyline Dr",140980,222000,50171,0.1999,28.7496,"Low"
3,3,"Le Mars","USA","USD",42.786263,1922,-96.16603,"sqft",3e+05,1592,"IA","520 Central Ave SE",226420,293315,51031,0.3,8.5,"Low"
1,2,"Davenport","USA","USD",41.53321,899,-90.5604,"sqft",99900,1099,"IA","1312 Carey Ave",41350,48700,52803,0.0999,1.7424,"Low"
2,3,"Cedar Rapids","USA","USD",41.982834,1593,-91.69155,"sqft",189000,1339,"IA","1426 Yuma Dr NW",126300,186480,52405,0.189,7.36164,"Low"
3,4,"Sioux City","USA","USD",42.55398,3148,-96.41047,"sqft",339500,2826,"IA","4722 Perry Way",276100,337332,51104,0.3395,16.56,"Low"
2,3,"Gravity","USA","USD",40.74592,1667,-94.7747,"sqft",350000,1500,"IA","2062 Idaho Ave",112190,342201,50848,0.35,443.005,"Low"
1,3,"Davenport","USA","USD",41.544933,1403,-90.588486,"sqft",169900,1240,"IA","2423 Myrtle St",149350,164346,52804,0.1699,6.25,"Low"
1,2,"Hiawatha","USA","USD",42.037018,852,-91.67521,"sqft",124900,1132,"IA","406 W Willman St",87900,123234,52233,0.1249,7.4052,"Low"
2,3,"Marion","USA","USD",42.063465,1352,-91.615036,"sqft",249500,1500,"IA","545 Saddleback Rd",196800,246173,52302,0.2495,8.2764,"Low"
3,3,"North Liberty","USA","USD",41.766537,2219,-91.62096,"sqft",285000,1699,"IA","1230 Eight Point Ln",238900,281525,52317,0.285,17.424,"Low"
2,4,"Minot","USA","USD",48.264465,2128,-101.30788,"sqft",255000,1494,"ND","2533 8th St NW",187000,227400,58703,0.255,7.8408,"Low"
1,3,"Jamestown","USA","USD",46.909847,1158,-98.69534,"sqft",149900,1394,"ND","922 2nd Pl NE",115300,150100,58401,0.1499,8.31996,"Low"
2,4,"Grand Forks","USA","USD",47.867115,2180,-97.04126,"sqft",315000,1943,"ND","5556 Lou Ann St",115700,323300,58201,0.315,5.08,"Low"
2,4,"Bismarck","USA","USD",46.813007,2136,-100.74174,"sqft",274500,1662,"ND","801 N 33rd St",222100,269400,58501,0.2745,8.40708,"Low"
2,4,"Bismarck","USA","USD",46.851204,2020,-100.77589,"sqft",364900,907,"ND","934 Mahone Ave",269300,284800,58503,0.3649,13.15512,"Low"
1,2,"Minot","USA","USD",48.226227,809,-101.23822,"sqft",69900,748,"ND","1011 37th St SE",81000,101400,58701,0.0699,9.5832,"Low"
