,bathrooms,bedrooms,city,country,currency,latitude,livingArea,longitude,lotAreaUnit,priceForHDP,rentZestimate,state,streetAddress,taxAssessedValue,zestimate,zipcode,priceinmil,lotArea
313,2.0,3.0,Crawfordsville,USA,USD,40.04007,100.0,-86.92202,sqft,80000.0,1200.0,IN,1414 W Wabash Ave,88400.0,157600.0,47933,0.08,196.02
314,2.0,3.0,Fort Wayne,USA,USD,41.101685,1421.0,-85.118675,sqft,180000.0,1294.0,IN,1523 Curdes Ave,119900.0,171200.0,46805,0.18,10.89
315,1.0,3.0,Fort Wayne,USA,USD,41.047966,1176.0,-85.17702,sqft,149900.0,1181.0,IN,4009 Mound Pass,85900.0,140200.0,46809,0.1499,11.125224
316,1.0,3.0,Bedford,USA,USD,38.84914,1848.0,-86.49728,sqft,110000.0,1814.0,IN,1815 27th St,76400.0,114700.0,47421,0.11,4.791600000000001
317,2.0,3.0,Fort Wayne,USA,USD,41.014362,1696.0,-85.162926,sqft,179900.0,1634.0,IN,7616 Pinedale Dr,131800.0,170900.0,46819,0.1799,10.018799999999999
318,1.0,2.0,Indianapolis,USA,USD,39.819267,676.0,-86.06437,sqft,59900.0,900.0,IN,3455 N Arlington Ave,30400.0,62300.0,46218,0.0599,6.534
319,2.0,3.0,Greenville,USA,USD,38.382526,1739.0,-86.02065,sqft,115000.0,1526.0,IN,11318 Highway 150,140100.0,211800.0,47124,0.115,43.56
320,3.0,2.0,Cedar Lake,USA,USD,41.362724,1400.0,-87.458244,sqft,274990.0,2028.0,IN,10290 W 141st Ave,100.0,263800.0,46303,0.27499,2.4959879999999997
321,2.0,3.0,Keokuk,USA,USD,40.406593,1436.0,-91.38115,sqft,104900.0,964.0,IA,1210 Leighton St,46510.0,100800.0,52632,0.1049,3.0492
322,3.0,4.0,Iowa City,USA,USD,41.645382,2456.0,-91.55857,sqft,349500.0,1935.0,IA,1127 Wylde Green Rd,237090.0,344600.0,52246,0.3495,12.323999999999998
323,1.5,2.0,Harcourt,USA,USD,42.262512,866.0,-94.1777,sqft,62000.0,799.0,IA,204 Larch St,51740.0,59815.0,50544,0.062,11.761000000000001
324,1.0,1.0,Manly,USA,USD,43.289375,936.0,-93.19996,sqft,69900.0,775.0,IA,229 E North St,60537.0,68342.0,50456,0.0699,6.0984
325,1.0,3.0,Columbus Junction,USA,USD,41.284676,1396.0,-91.320526,sqft,294000.0,1694.0,IA,20464 155th St,189830.0,287448.0,52738,0.294,233.9172
326,4.0,5.0,Eldridge,USA,USD,41.69831,2360.0,-90.533226,sqft,400000.0,2669.0,IA,18 N Kuehl Ct,351530.0,374200.0,52748,0.4,32.2344
327,1.0,4.0,Davenport,USA,USD,41.542255,1235.0,-90.604034,sqft,135000.0,1200.0,IA,2211 N Howell St,93700.0,138000.0,52804,0.135,6.0
328,3.0,3.0,Fort Madison,USA,USD,40.638058,1438.0,-91.3392,sqft,67000.0,1014.0,IA,2318 Mokena Ter,70720.0,105100.0,52627,0.067,8.276399999999999
329,1.0,3.0,Corning,USA,USD,40.99038,3134.0,-94.738205,sqft,75000.0,1214.0,IA,803 Grove Ave,73700.0,73328.0,50841,0.075,7.126
330,2.0,3.0,Montezuma,USA,USD,41.600266,1152.0,-92.59037,sqft,199900.0,999.0,IA,108 Skyline Dr,140980.0,222000.0,50171,0.1999,28.749599999999994
331,3.0,3.0,Le Mars,USA,USD,42.786263,1922.0,-96.16603,sqft,300000.0,1592.0,IA,520 Central Ave SE,226420.0,293315.0,51031,0.3,8.5
332,1.0,2.0,Davenport,USA,USD,41.53321,899.0,-90.5604,sqft,99900.0,1099.0,IA,1312 Carey Ave,41350.0,48700.0,52803,0.0999,1.7424000000000002
333,2.0,3.0,Cedar Rapids,USA,USD,41.982834,1593.0,-91.69155,sqft,189000.0,1339.0,IA,1426 Yuma Dr NW,126300.0,186480.0,52405,0.189,7.36164
334,3.0,4.0,Sioux City,USA,USD,42.55398,3148.0,-96.41047,sqft,339500.0,2826.0,IA,4722 Perry Way,276100.0,337332.0,51104,0.3395,16.559999999999995
335,2.0,3.0,Gravity,USA,USD,40.74592,1667.0,-94.7747,sqft,350000.0,1500.0,IA,2062 Idaho Ave,112190.0,342201.0,50848,0.35,443.005
336,1.0,3.0,Davenport,USA,USD,41.544933,1403.0,-90.588486,sqft,169900.0,1240.0,IA,2423 Myrtle St,149350.0,164346.0,52804,0.1699,6.25
337,1.0,2.0,Hiawatha,USA,USD,42.037018,852.0,-91.67521,sqft,124900.0,1132.0,IA,406 W Willman St,87900.0,123234.0,52233,0.1249,7.4052
338,2.0,3.0,Marion,USA,USD,42.063465,1352.0,-91.615036,sqft,249500.0,1500.0,IA,545 Saddleback Rd,196800.0,246173.0,52302,0.2495,8.276399999999999
339,3.0,3.0,North Liberty,USA,USD,41.766537,2219.0,-91.62096,sqft,285000.0,1699.0,IA,1230 Eight Point Ln,238900.0,281525.0,52317,0.285,17.424
340,2.0,4.0,Minot,USA,USD,48.264465,2128.0,-101.30788,sqft,255000.0,1494.0,ND,2533 8th St NW,187000.0,227400.0,58703,0.255,7.8408
341,1.0,3.0,Jamestown,USA,USD,46.909847,1158.0,-98.69534,sqft,149900.0,1394.0,ND,922 2nd Pl NE,115300.0,150100.0,58401,0.1499,8.319959999999998
342,2.0,4.0,Grand Forks,USA,USD,47.867115,2180.0,-97.04126,sqft,315000.0,1943.0,ND,5556 Lou Ann St,115700.0,323300.0,58201,0.315,5.08
343,2.0,4.0,Bismarck,USA,USD,46.813007,2136.0,-100.74174,sqft,274500.0,1662.0,ND,801 N 33rd St,222100.0,269400.0,58501,0.2745,8.40708
344,2.0,4.0,Bismarck,USA,USD,46.851204,2020.0,-100.77589,sqft,364900.0,907.0,ND,934 Mahone Ave,269300.0,284800.0,58503,0.3649,13.15512
345,1.0,2.0,Minot,USA,USD,48.226227,809.0,-101.23822,sqft,69900.0,748.0,ND,1011 37th St SE,81000.0,101400.0,58701,0.0699,9.583200000000001
346,2.0,5.0,Bismarck,USA,USD,46.800385,2174.0,-100.80189,sqft,299900.0,1613.0,ND,506 Garden Dr,201800.0,279600.0,58504,0.2999,9.23472
347,2.0,5.0,Bismarck,USA,USD,46.78915,2152.0,-100.78507,sqft,278900.0,1417.0,ND,1409 S 3rd St,220500.0,245200.0,58504,0.2789,8.75556
348,4.0,4.0,Fargo,USA,USD,46.806683,3466.0,-96.81825,sqft,649900.0,3014.0,ND,4903 Rose Creek Pkwy S,412200.0,530500.0,58104,0.6499,14.03012
349,4.0,4.0,Mandan,USA,USD,46.805832,2257.0,-100.842545,sqft,360000.0,1595.0,ND,3818 Amity Cir SE,255200.0,352980.0,58554,0.36,6.024348
350,2.0,4.0,Mandan,USA,USD,46.817764,2232.0,-100.904366,sqft,299900.0,1806.0,ND,704 10th Ave SW,166900.0,294052.0,58554,0.2999,7.0000919999999995
351,2.0,3.0,Bismarck,USA,USD,46.815468,1564.0,-100.76808,sqft,259900.0,1488.0,ND,1000 N 16th St,167100.0,258500.0,58501,0.2599,5.000688
352,1.0,2.0,Fargo,USA,USD,46.84166,1095.0,-96.820564,sqft,139000.0,1277.0,ND,2535 25th St S,105500.0,135549.0,58103,0.139,140.92531200000002
353,2.0,4.0,Grand Forks,USA,USD,47.92192,2385.0,-97.04898,sqft,155000.0,1374.0,ND,1517 University Ave,140000.0,150287.0,58203,0.155,4.662
354,2.0,2.0,West Fargo,USA,USD,46.85638,1410.0,-96.885254,sqft,279900.0,1794.0,ND,820 Lakeridge Pl,190300.0,277100.0,58078,0.2799,5.52
355,3.0,4.0,Jamestown,USA,USD,46.91293,2621.0,-98.70691,sqft,200000.0,1131.0,ND,516 2nd Ave NE,175760.0,167600.0,58401,0.2,7.01316
356,3.0,4.0,West Fargo,USA,USD,46.84439,3120.0,-96.92265,sqft,589900.0,2602.0,ND,1322 Legion Ln W,282100.0,583998.0,58078,0.5899,10.64
357,1.0,2.0,Belfield,USA,USD,46.882877,1168.0,-103.19899,sqft,59900.0,870.0,ND,105 2nd Ave NE,41500.0,58732.0,58622,0.0599,3.0
358,2.0,3.0,Minot,USA,USD,48.22119,1248.0,-101.30187,sqft,165000.0,1391.0,ND,1416 6th St SW,124000.0,161782.0,58701,0.165,6.969600000000001
359,2.0,5.0,Alexander,USA,USD,47.753704,2432.0,-103.60343,sqft,536000.0,2283.0,ND,2342 141st Ave NW,261130.0,525548.0,58831,0.536,277.0416
360,4.0,5.0,Grand Forks,USA,USD,47.868267,3574.0,-97.02701,sqft,572500.0,3755.0,ND,5440 Jackson St,509500.0,559573.0,58201,0.5725,16.8
361,2.0,3.0,Minot,USA,USD,48.242237,1787.0,-101.301384,sqft,190000.0,2145.0,ND,502 5th Ave NW,153000.0,186295.0,58703,0.19,6.534
362,3.0,6.0,Dickinson,USA,USD,46.894493,2440.0,-102.80852,sqft,324900.0,1996.0,ND,1492 12th St W,245400.0,318564.0,58601,0.3249,9.375
363,2.0,3.0,Horace,USA,USD,46.780354,1398.0,-96.898315,sqft,283000.0,1732.0,ND,6718 71st Ave S,23800.0,283002.0,58047,0.283,6.25
364,3.0,4.0,Grand Forks,USA,USD,47.891068,2915.0,-97.04252,sqft,365000.0,2157.0,ND,3003 Legend Ln,286000.0,357108.0,58201,0.365,15.36
365,3.0,4.0,Minot,USA,USD,48.216267,2432.0,-101.31067,sqft,329900.0,1865.0,ND,1701 13th St SW,248000.0,323467.0,58701,0.3299,9.583200000000001
366,2.0,3.0,Baxter Springs,USA,USD,37.00276,1316.0,-94.742714,sqft,165000.0,1249.0,KS,3242 Cc Ave,127000.0,161900.0,66713,0.165,8.276399999999999
367,1.0,2.0,Marysville,USA,USD,39.840195,1428.0,-96.64408,sqft,99000.0,834.0,KS,206 S 11th St,44750.0,54200.0,66508,0.099,5.662
368,3.0,4.0,Lindsborg,USA,USD,38.58117,3076.0,-97.67562,sqft,330000.0,1599.0,KS,632 N Main St,196120.0,232900.0,67456,0.33,29.185200000000002
369,1.0,3.0,Hutchinson,USA,USD,38.074116,1104.0,-97.91572,sqft,169000.0,1106.0,KS,41 Harvest Ln,83560.0,123700.0,67502,0.169,8.276399999999999
370,2.0,3.0,Olathe,USA,USD,38.87352,1434.0,-94.84549,sqft,240000.0,1580.0,KS,1700 W Normandy Dr,212100.0,258300.0,66061,0.24,12.817999999999996
371,5.0,4.0,Olathe,USA,USD,38.878532,2901.0,-94.75194,sqft,430000.0,2780.0,KS,13845 S Mullen St,370000.0,435200.0,66062,0.43,14.331
372,1.0,2.0,Park City,USA,USD,37.78976,1080.0,-97.3384,sqft,150000.0,830.0,KS,122 W 57th St N,78160.0,110000.0,67204,0.15,24.829200000000004
373,2.0,4.0,Wichita,USA,USD,37.69543,1872.0,-97.290016,sqft,219900.0,1321.0,KS,3945 E Elm St,175900.0,221200.0,67208,0.2199,5.6628
374,5.0,4.0,Olathe,USA,USD,38.864773,3795.0,-94.733536,sqft,889000.0,4858.0,KS,14517 S Parkhill St,662200.0,790200.0,66062,0.889,11.7612
375,2.0,2.0,Fisherville,USA,USD,38.232483,1396.0,-85.42661,sqft,475000.0,2611.0,KY,210 Clark Station Rd,292000.0,437900.0,40023,0.475,51.400800000000004
376,3.0,4.0,Fisherville,USA,USD,38.121758,4502.0,-85.37927,sqft,575000.0,3486.0,KY,610 Nevin Ln,362000.0,566800.0,40023,0.575,44.4312
377,3.0,3.0,Philpot,USA,USD,37.735146,2140.0,-86.97208,sqft,165000.0,1669.0,KY,5243 Jack Hinton Rd,135000.0,232600.0,42366,0.165,43.56
378,2.0,3.0,Frankfort,USA,USD,38.16868,2266.0,-84.91263,sqft,269000.0,128.0,KY,106 Cave Run Ct,151000.0,222600.0,40601,0.269,10.672
379,2.0,3.0,Danville,USA,USD,37.657375,1283.0,-84.7653,sqft,199900.0,1325.0,KY,191 Candlewood Dr,118000.0,197500.0,40422,0.1999,12.631999999999998
380,3.0,3.0,Woodlawn Park,USA,USD,38.262783,2277.0,-85.6332,sqft,1.0,2650.0,KY,6400 Orchid Hill Pl,322820.0,431000.0,40207,1e-06,10.89
381,2.0,3.0,Lexington,USA,USD,38.08302,1161.0,-84.50524,sqft,135000.0,1300.0,KY,1134 Oakwood Dr,87500.0,116500.0,40511,0.135,9.1
382,1.0,2.0,Louisville,USA,USD,38.14856,825.0,-85.84557,sqft,144900.0,987.0,KY,4808 Princeton Ave,91750.0,143200.0,40258,0.1449,19.602
383,2.0,3.0,Lexington,USA,USD,38.046993,2285.0,-84.48285,sqft,199900.0,1649.0,KY,432 E 5th St,126500.0,201900.0,40508,0.1999,5.227
384,1.0,2.0,Louisville,USA,USD,38.228817,866.0,-85.73639,sqft,215000.0,1294.0,KY,1004 Samuel St,88800.0,138300.0,40204,0.215,3.9204
385,2.0,3.0,Louisville,USA,USD,38.143726,1667.0,-85.607735,sqft,259999.0,1756.0,KY,8306 Glaser Ln,152130.0,371700.0,40291,0.259999,17.424
386,2.0,2.0,Lexington,USA,USD,38.02392,1839.0,-84.48737,sqft,639900.0,2844.0,KY,357 Cochran Rd,373700.0,461800.0,40502,0.6399,7.349
387,2.0,4.0,Catlettsburg,USA,USD,38.35168,3048.0,-82.69096,sqft,249500.0,1575.0,KY,3025 Crestview Dr,126100.0,209700.0,41129,0.2495,25.265
388,3.0,3.0,Raceland,USA,USD,38.526028,1416.0,-82.73698,sqft,169500.0,1207.0,KY,1515 Bryan Dr,109400.0,169000.0,41169,0.1695,98.881
389,2.0,3.0,Wurtland,USA,USD,38.544075,1056.0,-82.77701,sqft,149900.0,483.0,KY,118 Tricia Ln,53000.0,75400.0,41144,0.1499,326.7
390,1.0,3.0,Shreveport,USA,USD,32.437656,947.0,-93.76752,sqft,35000.0,675.0,LA,602 W 74th St,27452.0,25200.0,71106,0.035,6.922
391,3.0,3.0,Covington,USA,USD,30.465927,1900.0,-90.1151,sqft,425000.0,2100.0,LA,1728 S Harrison St,127880.0,353100.0,70433,0.425,435.6
392,2.0,3.0,Metairie,USA,USD,30.006966,1525.0,-90.18344,sqft,285000.0,2064.0,LA,3421 N Woodlawn Ave,11650.0,123000.0,70006,0.285,5.356
393,7.0,6.0,River Ridge,USA,USD,29.962423,5788.0,-90.20831,sqft,1365000.0,8582.0,LA,318 Citrus Rd,105900.0,1351700.0,70123,1.365,58.806000000000004
394,2.0,3.0,Shreveport,USA,USD,32.464886,1077.0,-93.77754,sqft,43000.0,796.0,LA,2550 Murray St,37342.0,36000.0,71108,0.043,21.45
395,2.0,2.0,Gretna,USA,USD,29.928267,1550.0,-90.05093,sqft,299000.0,1800.0,LA,1104 Monroe St,11740.0,310792.0,70053,0.299,4.096
396,2.0,5.0,New Orleans,USA,USD,29.992338,1700.0,-90.067245,sqft,339000.0,2300.0,LA,3433 Live Oak Pl,120700.0,265200.0,70122,0.339,5.039892
397,1.0,3.0,Shreveport,USA,USD,32.49568,1016.0,-93.787415,sqft,38000.0,795.0,LA,3122 W Laurel St,18010.0,23900.0,71109,0.038,5.0
398,2.0,4.0,Bunkie,USA,USD,30.953955,1627.0,-92.20058,sqft,244000.0,1649.0,LA,130 S Briarwood Dr,11180.0,193900.0,71322,0.244,14.8104
399,2.0,3.0,Natchitoches,USA,USD,31.777555,1387.0,-93.07601,sqft,169900.0,1027.0,LA,1604 Williams Ave,118600.0,152100.0,71457,0.1699,15.76872
400,1.0,3.0,Greenwood,USA,USD,32.433624,1171.0,-93.93986,sqft,54000.0,649.0,LA,7324 Golden Meadows Rd,29806.0,48200.0,71033,0.054,8.063
401,2.0,2.0,New Orleans,USA,USD,29.941345,1344.0,-90.06806,sqft,465000.0,3200.0,LA,920 Poeyfarre St APT 433,346900.0,475300.0,70130,0.465,0.470448
402,2.0,3.0,New Orleans,USA,USD,29.955584,1746.0,-90.12348,sqft,230000.0,3428.0,LA,8219 Sycamore St,313500.0,516000.0,70118,0.23,4.199184
403,2.0,3.0,Kenner,USA,USD,30.012712,1075.0,-90.27421,sqft,232000.0,1500.0,LA,117 Georgetown Dr,13190.0,185800.0,70065,0.232,6.0
404,2.0,4.0,Bossier City,USA,USD,32.475243,1473.0,-93.66521,sqft,179900.0,1500.0,LA,1803 Mars Dr,119711.0,140400.0,71112,0.1799,7.623
405,2.0,3.0,Breaux Bridge,USA,USD,30.287586,1219.0,-91.868126,sqft,175000.0,1550.0,LA,1094 Bridgetowne Ln,131600.0,149200.0,70517,0.175,14.400936
406,1.0,2.0,North Berwick,USA,USD,43.30549,1469.0,-70.73798,sqft,285000.0,2499.0,ME,6 Wells Street,124500.0,299100.0,3906,0.285,3.0492
407,5.0,6.0,Falmouth,USA,USD,43.7347,5986.0,-70.207436,sqft,2200000.0,5899.0,ME,2 Town Landing Road,709700.0,1231700.0,4105,2.2,23.086800000000004
408,3.0,7.0,Waterville,USA,USD,44.539917,2208.0,-69.63846,sqft,115000.0,537.0,ME,18 King Street,43000.0,124100.0,4901,0.115,5.2272
409,3.0,2.0,Augusta,USA,USD,44.329826,1830.0,-69.661995,sqft,759000.0,2242.0,ME,147 Young Road,146000.0,719899.0,4330,0.759,16.1172
410,3.0,4.0,Lisbon,USA,USD,44.060116,2352.0,-70.117584,sqft,375000.0,2713.0,ME,115 Littlefield Road,233500.0,424100.0,4250,0.375,104.544
411,4.0,3.0,Annapolis,USA,USD,39.04074,2683.0,-76.46264,sqft,585000.0,3200.0,MD,545 Deep Creek Vw,427300.0,573900.0,21409,0.585,2.672
412,5.0,3.0,Gaithersburg,USA,USD,39.112026,1638.0,-77.20088,sqft,730000.0,3349.0,MD,211 Decoverly Dr,691000.0,730800.0,20878,0.73,1.576
413,3.0,3.0,Odenton,USA,USD,39.01853,2080.0,-76.72135,sqft,599997.0,2996.0,MD,1220 Beaver Tree Dr,489100.0,544200.0,21113,0.599997,3.759
414,3.0,3.0,Hebron,USA,USD,38.37825,3468.0,-75.67635,sqft,345000.0,1935.0,MD,6718 Oak Ridge Dr,232700.0,305800.0,21830,0.345,31.525
415,3.0,3.0,Baltimore,USA,USD,39.278915,2601.0,-76.56803,sqft,740000.0,5436.0,MD,3413 Brewers Green Way,748300.0,787100.0,21224,0.74,0.871
416,3.0,4.0,Silver Spring,USA,USD,39.009586,2136.0,-77.00161,sqft,537000.0,3099.0,MD,9930 Moss Ave,440200.0,540000.0,20901,0.537,6.627
417,5.0,4.0,Dickerson,USA,USD,39.191277,4920.0,-77.38128,sqft,1245000.0,4763.0,MD,20366 Peach Tree Rd,822700.0,1252600.0,20842,1.245,111.51360000000001
418,4.0,5.0,Smithsburg,USA,USD,39.71566,3275.0,-77.514465,sqft,849900.0,3996.0,MD,14551 Edgemont Rd,418700.0,706800.0,21783,0.8499,1109.0376
419,4.0,4.0,White Plains,USA,USD,38.560173,3054.0,-76.92022,sqft,590000.0,2734.0,MD,5467 Dundee Ln,419400.0,544800.0,20695,0.59,8.494
420,4.0,4.0,Monrovia,USA,USD,39.358746,2564.0,-77.2852,sqft,515000.0,2650.0,MD,4561 Tinder Box Cir,377200.0,476600.0,21770,0.515,2.2
421,4.0,4.0,Brunswick,USA,USD,39.334553,3478.0,-77.64331,sqft,560000.0,3270.0,MD,1313 Village Green Way,393700.0,547600.0,21716,0.56,7.013
422,3.0,3.0,Hanover,USA,USD,39.130165,2300.0,-76.746994,sqft,480000.0,2878.0,MD,2750 Fredericksburg Rd,415000.0,486200.0,21076,0.48,2.25
423,4.0,4.0,Leonardtown,USA,USD,38.312275,3736.0,-76.62758,sqft,564900.0,3317.0,MD,23050 Town Run Dr,423300.0,584600.0,20650,0.5649,10.61
424,2.0,2.0,Baltimore,USA,USD,39.28033,880.0,-76.611046,sqft,390000.0,2999.0,MD,711 William St,171100.0,172700.0,21230,0.39,0.616
425,4.0,4.0,New Market,USA,USD,39.395317,2430.0,-77.305405,sqft,504900.0,2799.0,MD,10414 Quillback St,443200.0,528900.0,21774,0.5049,2.35
426,4.0,3.0,Frederick,USA,USD,39.426525,2080.0,-77.459816,sqft,449900.0,2658.0,MD,1612 Tydings Park Rd,274000.0,393100.0,21703,0.4499,1.496
427,2.0,2.0,West Dennis,USA,USD,41.66066,1071.0,-70.17009,sqft,304900.0,2570.0,MA,111 School Street UNIT 1,164400.0,292000.0,2670,0.3049,0.0
428,3.0,3.0,East Falmouth,USA,USD,41.595173,2266.0,-70.58358,sqft,1100000.0,2799.0,MA,137 Lake Shore Drive,411800.0,647400.0,2536,1.1,11.7612
429,2.0,4.0,East Falmouth,USA,USD,41.5615,1718.0,-70.5608,sqft,749900.0,2499.0,MA,26 Marsh View Road,325800.0,549300.0,2536,0.7499,27.4428
430,6.0,5.0,Alford,USA,USD,42.280365,5514.0,-73.42648,sqft,2900000.0,16388.0,MA,321 West Rd,1540000.0,2148900.0,1266,2.9,690.731
431,5.0,5.0,Truro,USA,USD,42.015972,4028.0,-70.061386,sqft,2395000.0,7819.0,MA,11 Sandy Lane,1522200.0,2273300.0,2666,2.395,98.88119999999999
432,3.0,3.0,Quincy,USA,USD,42.23244,1728.0,-71.004005,sqft,849000.0,3300.0,MA,40 Lurton St,472700.0,692300.0,2169,0.849,6.6
433,3.0,3.0,Bridgewater,USA,USD,41.93655,2470.0,-70.989395,sqft,625000.0,2617.0,MA,55 Green St,422900.0,606700.0,2324,0.625,23.51
434,2.0,3.0,Medford,USA,USD,42.436657,1345.0,-71.089806,sqft,699000.0,3200.0,MA,49 Palmer St,458600.0,608500.0,2155,0.699,4.743
435,2.0,3.0,Gardner,USA,USD,42.579037,1970.0,-71.977806,sqft,345000.0,2499.0,MA,10 Bickford Hill Rd,229300.0,347300.0,1440,0.345,16.903
436,2.0,3.0,Chelmsford,USA,USD,42.584824,2144.0,-71.334435,sqft,630000.0,2799.0,MA,3 Woodhead Rd,312800.0,383000.0,1824,0.63,22.841
437,3.0,5.0,Newton,USA,USD,42.32748,2788.0,-71.22642,sqft,1499000.0,5499.0,MA,653 Chestnut St,1115300.0,1497900.0,2468,1.499,12.04
438,7.0,6.0,Wenham,USA,USD,42.59422,9591.0,-70.84076,sqft,4295000.0,17329.0,MA,120 Grapevine Rd,3196500.0,4319900.0,1984,4.295,626.754348
439,2.0,5.0,Springfield,USA,USD,42.09385,2064.0,-72.57979,sqft,269900.0,1618.0,MA,25 Marble St,132100.0,217300.0,1105,0.2699,5.327
440,3.0,6.0,Lowell,USA,USD,42.653275,2548.0,-71.33363,sqft,359900.0,1918.0,MA,56 4th Ave,363600.0,535600.0,1854,0.3599,5.0
441,2.0,7.0,Springfield,USA,USD,42.091446,2512.0,-72.5774,sqft,299900.0,2021.0,MA,24 Warriner Ave,154200.0,269900.0,1108,0.2999,6.721
442,1.0,3.0,Springfield,USA,USD,42.12265,1158.0,-72.49017,sqft,259500.0,2100.0,MA,75 Clydesdale Ln,216100.0,264400.0,1129,0.2595,10.8
443,2.0,2.0,Becket,USA,USD,42.289234,1456.0,-73.04956,sqft,467000.0,2350.0,MA,115 Hopkins Ln,223400.0,452600.0,1223,0.467,87.5556
444,3.0,3.0,Watertown,USA,USD,42.370564,2414.0,-71.18496,sqft,900000.0,3280.0,MA,34 Hawthorne St,778700.0,897100.0,2472,0.9,8.324
445,2.0,6.0,Springfield,USA,USD,42.117348,2338.0,-72.58366,sqft,249900.0,2336.0,MA,24-26 Wolcott St,151900.0,289500.0,1104,0.2499,5.279
446,3.0,3.0,Worcester,USA,USD,42.27713,1544.0,-71.82089,sqft,399900.0,2699.0,MA,41 Valley Hill Dr,273100.0,386800.0,1602,0.3999,8.825
447,2.0,2.0,Seekonk,USA,USD,41.80115,1674.0,-71.31278,sqft,366900.0,2449.0,MA,110 Fieldwood Ave,309600.0,403800.0,2771,0.3669,14.374999999999998
448,2.0,3.0,Lowell,USA,USD,42.63671,1709.0,-71.33794,sqft,419900.0,2499.0,MA,55 Livingston Ave,282500.0,380500.0,1851,0.4199,6.99
449,4.0,5.0,Holyoke,USA,USD,42.22308,4130.0,-72.639626,sqft,450000.0,2999.0,MA,48 Fairfield Ave,269300.0,347100.0,1040,0.45,46.17360000000001
450,1.0,2.0,Jasper,USA,USD,41.792503,1188.0,-84.03827,sqft,54900.0,1249.0,MI,8557 Logan St,91018.0,103100.0,49248,0.0549,16.552799999999998
451,2.0,4.0,Alto,USA,USD,42.83812,2078.0,-85.4422,sqft,399900.0,1900.0,MI,9052 Enchantment Dr SE,189600.0,306600.0,49302,0.3999,43.995599999999996
452,2.0,4.0,Muskegon,USA,USD,43.179234,1728.0,-86.21018,sqft,289900.0,1898.0,MI,4025 Evergreen Dr,231000.0,270800.0,49444,0.2899,10.89
453,2.0,3.0,White Pigeon,USA,USD,41.800323,1300.0,-85.7226,sqft,325000.0,1740.0,MI,68598 Vistula Rd,38600.0,299200.0,49099,0.325,320.6016
454,2.0,3.0,Bay City,USA,USD,43.598564,1512.0,-83.87547,sqft,159000.0,1200.0,MI,906 N Lincoln St,85800.0,123000.0,48708,0.159,3.9204
455,1.0,1.0,Harrison,USA,USD,44.107285,1080.0,-84.933754,sqft,90000.0,1099.0,MI,4131 Gayla Dr,72800.0,87058.0,48625,0.09,40.5108
456,3.0,4.0,Harbor Springs,USA,USD,45.43924,2432.0,-84.976234,sqft,459000.0,2195.0,MI,3033 Petes Run,273800.0,405100.0,49740,0.459,43.56
457,2.0,3.0,Gowen,USA,USD,43.273254,1744.0,-85.3038,sqft,349900.0,1300.0,MI,11584 Heritage Ln,252800.0,326000.0,49326,0.3499,82.764
458,2.0,4.0,Grand Rapids,USA,USD,42.985626,1780.0,-85.65928,sqft,185000.0,1950.0,MI,405 Carrier St NE,127600.0,173500.0,49505,0.185,3.9204
459,2.0,3.0,Saint Johns,USA,USD,43.015743,1830.0,-84.569466,sqft,439500.0,2733.0,MI,1607 Danleigh Ct,35800.0,424800.0,48879,0.4395,27.878400000000003
460,1.0,1.0,Johannesburg,USA,USD,45.044193,440.0,-84.44494,sqft,89000.0,1185.0,MI,11236 Sparr Rd,46200.0,91833.0,49751,0.089,96.2676
461,2.0,3.0,Flint,USA,USD,43.05817,1144.0,-83.61959,sqft,165000.0,1249.0,MI,4435 Meadowbrook Dr,134800.0,175500.0,48506,0.165,54.0144
462,3.5,4.0,Bellaire,USA,USD,44.935318,4210.0,-85.176865,sqft,795000.0,3440.0,MI,4492 Forest Trl,626400.0,755600.0,49615,0.795,65.34
463,3.0,3.0,Holland,USA,USD,42.73588,1630.0,-86.07016,sqft,299900.0,2528.0,MI,851 Winchester St,28000.0,292100.0,49423,0.2999,3.9204
464,1.0,3.0,Adrian,USA,USD,41.93016,1584.0,-84.06777,sqft,172500.0,1567.0,MI,114 Renfrew Ave,148672.0,166500.0,49221,0.1725,7.8408
465,3.0,3.0,Oscoda,USA,USD,44.48833,2742.0,-83.33698,sqft,449900.0,2148.0,MI,7208 Cedar Lake Rd,324000.0,440500.0,48750,0.4499,17.859
466,3.0,3.0,Portage,USA,USD,42.20384,2438.0,-85.53669,sqft,345900.0,2358.0,MI,7842 Wapiti St,276400.0,351200.0,49002,0.3459,12.196799999999996
467,2.0,3.0,Charlotte,USA,USD,42.549168,1164.0,-84.8424,sqft,140000.0,950.0,MI,521 4th St,66600.0,116400.0,48813,0.14,7.492319999999999
468,1.0,3.0,Saint Clair Shores,USA,USD,42.48755,1000.0,-82.89985,sqft,170000.0,1500.0,MI,21242 Bon Heur St,131600.0,169000.0,48081,0.17,6.5
469,2.0,2.0,Ann Arbor,USA,USD,42.281616,1379.0,-83.74254,sqft,625000.0,2999.0,MI,505 E Huron St APT 503,671600.0,632400.0,48104,0.625,0.0
470,3.0,4.0,Prior Lake,USA,USD,44.748604,2271.0,-93.40237,sqft,594900.0,2564.0,MN,5845 Pinnacle Cir NE,508700.0,594400.0,55372,0.5949,13.939200000000001
